customer_id,name,age,gender,city,income,spending_score,tenure,favorite_product,churn
229,Mark Lowe,32,Male,Hyderabad,126635,3,55,Phone,0
230,Andrew Garcia,38,Male,Chennai,58601,44,38,Headphones,0
231,Benjamin Brown,60,Female,Pune,120491,47,16,Watch,0
232,Mrs. Julia Green,18,Female,Pune,104410,75,58,Watch,0
233,Eric Marshall,48,Male,Bangalore,114730,81,39,Tablet,0
234,Lance Davis,36,Female,Delhi,115144,12,3,Camera,1
235,Olivia Randall,59,Female,Pune,136141,49,50,Tablet,0
236,Raymond Marsh,54,Female,Chennai,86711,90,21,Camera,0
237,Eric Anderson,46,Female,Bangalore,124587,4,47,Watch,0
238,Jenny Thomas,29,Female,Pune,138334,45,19,Phone,0
239,Cindy Thompson,37,Male,Bangalore,93833,92,37,Laptop,0
240,Manuel Gomez,35,Female,Pune,129906,20,15,Headphones,0
241,Wayne Mitchell,30,Female,Chennai,115051,72,56,Watch,0
242,Teresa White,28,Female,Mumbai,30539,52,14,Laptop,0
243,Kevin Moore,33,Female,Mumbai,98808,24,27,Watch,0
244,Sarah Byrd MD,49,Female,Hyderabad,95417,41,58,Headphones,0
245,Robert Evans,27,Male,Mumbai,62316,56,22,Camera,0
246,Brenda Simmons,21,Female,Mumbai,38274,58,20,Laptop,0
247,Lawrence Bartlett,36,Male,Delhi,37421,26,21,Tablet,0
248,Kim Harris,21,Female,Chennai,63413,57,17,Camera,0
249,Angel Douglas,41,Male,Chennai,70033,57,33,Phone,0
250,Jessica Johnson,54,Female,Delhi,75660,55,3,Tablet,0
251,Shawn Kaufman,28,Male,Chennai,102658,4,24,Laptop,0
252,Melanie Donovan,25,Female,Pune,36053,2,16,Tablet,0
253,Rebecca Crawford,21,Male,Delhi,113218,92,52,Laptop,0
254,Paul Davis,57,Female,Mumbai,42676,35,44,Phone,0
255,Robin Perry,22,Female,Pune,85917,55,1,Laptop,0
256,Amber Wallace,48,Female,Mumbai,135711,36,14,Phone,0
257,Paige Johnson,37,Male,Delhi,49286,67,18,Camera,0
258,Rebecca Brown,27,Male,Hyderabad,138139,54,56,Headphones,0
259,Brian Ortiz,41,Male,Hyderabad,145316,78,45,Watch,0
260,Benjamin Grant,59,Male,Hyderabad,78594,51,51,Watch,0
261,Jason Davis,40,Female,Mumbai,114024,25,27,Headphones,0
262,Jon Duncan,52,Male,Pune,119042,46,26,Tablet,0
263,Tiffany Reese,21,Female,Mumbai,38904,99,56,Headphones,0
264,Bradley Aguilar,30,Male,Delhi,102396,30,4,Camera,1
265,Joseph King,32,Male,Bangalore,30152,33,35,Headphones,0
266,James Barr,22,Male,Delhi,130332,16,5,Headphones,1
267,Troy Lindsey,24,Female,Pune,75290,73,44,Camera,0
268,Steven Reilly,35,Female,Delhi,61011,34,38,Camera,0
269,Elizabeth Smith,36,Female,Hyderabad,53905,95,46,Camera,0
270,Angela Stevens,24,Male,Delhi,59548,11,36,Watch,0
271,Sarah Montoya,26,Female,Delhi,149283,100,12,Laptop,0
272,Scott Norman,54,Male,Mumbai,36411,92,56,Tablet,0
273,Donna Smith,59,Male,Mumbai,36552,32,15,Tablet,0
274,Brandy Moses,44,Male,Mumbai,56796,7,19,Headphones,0
275,Richard Rodriguez,30,Male,Pune,75351,24,27,Laptop,0
276,Edward Andrews,21,Male,Chennai,127727,27,20,Watch,0
277,Miranda Cruz,23,Male,Hyderabad,142227,87,10,Tablet,0
278,Brenda Perkins,38,Male,Hyderabad,90692,91,54,Watch,0
279,Margaret Kent,42,Male,Delhi,33229,99,55,Headphones,0
280,Miranda Bradshaw,24,Male,Mumbai,24977,4,31,Laptop,0
281,Christine Gardner,35,Male,Bangalore,107851,52,3,Watch,0
282,Alexander Cox,22,Male,Hyderabad,42060,31,5,Headphones,1
283,Charlotte Ingram,40,Female,Mumbai,144802,38,25,Laptop,0
284,Joseph Ward,39,Female,Pune,121795,53,19,Camera,0
285,April Keller,48,Female,Delhi,139942,58,23,Laptop,0
286,Nathan Smith,28,Female,Delhi,126797,87,9,Tablet,0
287,John Wade,18,Male,Delhi,144344,90,32,Laptop,0
288,Jason Rice,23,Female,Delhi,99407,5,42,Camera,0
289,Chelsea Reed,55,Male,Mumbai,54571,39,46,Tablet,0
290,Jill Tucker,33,Female,Chennai,35679,49,28,Camera,0
291,Sara Williams,38,Female,Pune,69740,10,22,Watch,0
292,Randy Smith,60,Male,Pune,58088,76,47,Phone,0
293,Jonathan Campos,52,Female,Mumbai,41247,49,17,Tablet,0
294,Sherry Velazquez DDS,45,Male,Chennai,124242,13,50,Headphones,0
295,Travis Taylor,30,Female,Pune,45420,56,42,Camera,0
296,Ann Wagner DDS,48,Female,Delhi,136246,19,20,Watch,0
297,Laura Hill,24,Male,Delhi,71024,38,30,Laptop,0
298,Christy Davis,22,Male,Hyderabad,93204,11,11,Watch,1
299,Vicki Vega,26,Male,Pune,126326,45,40,Headphones,0
300,Kristina Zamora,59,Female,Hyderabad,92183,41,12,Headphones,0
301,Susan Garcia,48,Female,Delhi,143501,54,40,Camera,0
302,Katherine Stokes,48,Male,Pune,133796,77,14,Camera,0
303,Jonathan Moss,46,Female,Delhi,75671,41,59,Headphones,0
304,Melissa Jensen,44,Female,Hyderabad,84515,23,6,Camera,1
305,Joshua Henderson,48,Male,Bangalore,84481,87,50,Camera,0
306,Robin Vargas,51,Male,Bangalore,72857,11,25,Tablet,0
307,Tracy Nash,48,Female,Bangalore,116863,85,49,Headphones,0
308,Cody Smith,48,Male,Hyderabad,113901,46,17,Watch,0
309,William Duke,25,Male,Mumbai,31271,61,54,Tablet,0
310,Karen Cox,38,Female,Chennai,115862,33,12,Watch,0
311,Emily Wallace,55,Female,Chennai,38817,17,44,Tablet,0
312,Tonya Cook,38,Female,Hyderabad,22031,99,44,Laptop,0
313,Christian Ruiz,38,Female,Pune,47327,63,52,Headphones,0
314,Linda Beard,30,Male,Pune,63108,49,47,Tablet,0
315,Whitney Greer,20,Male,Hyderabad,117213,64,26,Phone,0
316,Jose Diaz,36,Male,Mumbai,21215,18,46,Headphones,0
317,Whitney Adams,56,Female,Mumbai,119656,15,59,Laptop,0
318,Brenda Johnson,51,Male,Chennai,80261,1,57,Headphones,0
319,Melissa Fitzgerald,58,Female,Pune,67768,11,10,Headphones,1
320,Rachel Harris,37,Female,Hyderabad,46639,100,33,Camera,0
321,Christopher Lopez,29,Male,Chennai,148209,17,31,Watch,0
322,Allen Santos,45,Female,Mumbai,123926,100,17,Tablet,0
323,Carolyn Fisher,59,Female,Bangalore,62507,30,47,Laptop,0
324,Colleen Conrad,51,Female,Chennai,94665,72,56,Laptop,0
325,David Haynes,31,Female,Pune,133663,3,54,Tablet,0
326,Donald Hurley,52,Female,Hyderabad,97363,20,55,Phone,0
327,Jon Hunter,21,Male,Delhi,121291,37,48,Phone,0
328,Matthew Hill,44,Female,Delhi,49996,11,21,Phone,0
329,Douglas Moore,48,Male,Hyderabad,130034,69,11,Watch,0
330,John Wilson,25,Female,Mumbai,109966,33,49,Tablet,0
331,Dakota Caldwell,51,Male,Mumbai,92460,32,5,Phone,1
332,Casey Vincent,50,Male,Chennai,58747,12,59,Watch,0
333,Herbert Wilkins,31,Male,Mumbai,38530,38,43,Laptop,0
334,Nicholas Wu,43,Female,Chennai,141208,24,54,Watch,0
335,Jennifer Bryan,27,Male,Chennai,69570,52,4,Tablet,0
336,Benjamin Mckay,57,Female,Pune,130835,66,30,Tablet,0
337,Matthew Cook,26,Female,Hyderabad,72299,94,29,Laptop,0
338,Dalton Chambers,42,Male,Pune,119046,43,38,Tablet,0
339,Gregory Pierce,55,Female,Chennai,72839,89,46,Phone,0
340,Ryan Martinez,27,Male,Bangalore,140208,97,35,Tablet,0
341,Caroline Wallace,32,Female,Bangalore,31601,94,37,Headphones,0
342,Heidi Bray,41,Male,Chennai,39293,71,3,Phone,0
343,Matthew Thomas,42,Female,Chennai,141533,70,5,Phone,0
344,Kristin Frey,21,Female,Bangalore,126296,71,51,Watch,0
345,Andrew Gibson,41,Male,Hyderabad,50687,87,1,Camera,0
346,Robert Allen,40,Male,Chennai,79450,37,38,Tablet,0
347,Sandra Dorsey,46,Male,Mumbai,74017,60,52,Phone,0
348,Dawn Villa,45,Female,Hyderabad,137056,89,13,Watch,0
349,Chad Dixon,24,Female,Pune,130412,80,53,Phone,0
350,Joseph Vance,53,Male,Hyderabad,126705,21,43,Headphones,0
351,Steven Robinson,37,Female,Chennai,24152,1,42,Watch,0
352,Megan Mcclure,59,Female,Pune,137772,70,31,Tablet,0
353,Craig Shaw,19,Male,Hyderabad,78727,44,26,Phone,0
354,Mr. Jeffery Owens,34,Male,Hyderabad,96432,30,24,Phone,0
355,Lori Ware,19,Female,Pune,142309,38,48,Camera,0
356,Bryan Ramos,38,Male,Pune,23668,97,34,Headphones,0
357,Linda Taylor,30,Male,Delhi,41171,95,22,Camera,0
358,Joseph Hudson,30,Female,Bangalore,28534,83,56,Tablet,0
359,Teresa Shepherd,40,Male,Mumbai,56886,44,39,Phone,0
360,Cameron Williams,20,Female,Mumbai,102757,52,11,Tablet,0
361,Ryan Todd,40,Male,Pune,104622,62,5,Watch,0
362,Patricia Jordan,49,Male,Chennai,49872,36,12,Headphones,0
363,Johnny Crawford,29,Female,Chennai,66489,83,18,Camera,0
364,Joshua Martinez,36,Female,Bangalore,79580,12,52,Phone,0
365,Kathleen Roy,28,Male,Mumbai,144246,83,47,Camera,0
366,Matthew Garcia,23,Female,Chennai,66720,90,5,Tablet,0
367,Michael Phelps,34,Male,Hyderabad,136163,56,36,Camera,0
368,Brenda Campos,39,Male,Pune,91424,7,20,Phone,0
369,Gordon Winters,26,Male,Bangalore,106131,48,43,Camera,0
370,Benjamin Simmons,44,Female,Delhi,93230,58,51,Laptop,0
371,Jeffrey Maldonado II,22,Female,Pune,81248,11,18,Tablet,0
372,Olivia Mccormick,47,Male,Chennai,84009,89,57,Phone,0
373,Christopher Marks,41,Male,Mumbai,73076,17,60,Camera,0
374,Rodney Norris,21,Female,Chennai,114910,10,25,Tablet,0
375,Michael Flores DDS,58,Male,Pune,83323,31,12,Laptop,0
376,Gabriella Benson,40,Male,Chennai,45157,4,30,Tablet,0
377,Danny Nunez,50,Male,Pune,31060,25,38,Phone,0
378,Wendy Sims,19,Male,Bangalore,85120,7,2,Phone,1
379,David Williams,19,Female,Chennai,102329,68,35,Phone,0
380,Gregory Wilson,48,Male,Bangalore,103452,40,55,Phone,0
381,Samantha Mckenzie,29,Male,Mumbai,141969,100,33,Camera,0
382,Robert Patterson,60,Male,Hyderabad,116102,82,4,Headphones,0
383,Karina Bryant,18,Male,Pune,78051,92,19,Camera,0
384,Justin Thomas,44,Male,Mumbai,135300,85,35,Camera,0
385,Teresa Hart,54,Female,Pune,68259,90,32,Tablet,0
386,Nancy Rodriguez,56,Female,Delhi,128589,100,17,Phone,0
387,Mark Montoya,41,Male,Hyderabad,58364,6,5,Headphones,1
388,Amy York,40,Female,Hyderabad,124054,67,47,Tablet,0
389,Kyle Powers,45,Female,Hyderabad,126755,8,40,Phone,0
390,Amy Adams,22,Female,Mumbai,92107,98,51,Phone,0
391,Antonio Kelly,55,Female,Delhi,141851,81,8,Headphones,0
392,Brian Lopez,46,Male,Delhi,59282,24,2,Laptop,1
393,Alejandro Simon,34,Male,Mumbai,54450,34,53,Tablet,0
394,Mr. Kyle Rivera MD,24,Female,Delhi,33681,70,47,Laptop,0
395,Jessica Werner,55,Male,Bangalore,67023,48,7,Laptop,0
396,James Todd,50,Male,Mumbai,50379,95,48,Tablet,0
397,Kyle Bell,51,Female,Mumbai,101868,96,40,Camera,0
398,Steven Harris,60,Male,Bangalore,67469,56,26,Phone,0
399,Dana Fitzpatrick,38,Female,Mumbai,140148,50,55,Camera,0
400,Randall Silva,20,Female,Hyderabad,48255,39,47,Camera,0
401,Ronald Martinez,58,Male,Mumbai,102472,43,14,Laptop,0
402,Dana Thompson,39,Female,Chennai,57413,18,31,Watch,0
403,Molly Harris,42,Female,Delhi,73132,37,49,Phone,0
404,Joseph Greene,46,Male,Chennai,128043,49,11,Laptop,0
